id,team_id,year,att,made,range
4798,22,1998,0,0,4
4799,22,1998,0,0,5
4800,23,1998,0,0,0
4801,23,1998,6,5,1
4802,23,1998,8,5,2
4803,23,1998,11,6,3
4804,23,1998,0,0,4
4805,23,1998,0,0,5
4806,24,1998,0,0,0
4807,24,1998,5,4,1
4808,24,1998,8,8,2
4809,24,1998,7,5,3
4810,24,1998,0,0,4
4811,24,1998,0,0,5
4812,25,1998,0,0,0
4813,25,1998,6,6,1
4814,25,1998,5,5,2
4815,25,1998,17,10,3
4816,25,1998,0,0,4
4817,25,1998,0,0,5
4818,11,1998,0,0,0
4819,11,1998,2,2,1
4820,11,1998,10,7,2
4821,11,1998,9,3,3
4822,11,1998,0,0,4
4823,11,1998,0,0,5
4824,26,1998,0,0,0
4825,26,1998,7,7,1
4826,26,1998,3,3,2
4827,26,1998,6,6,3
4828,26,1998,0,0,4
4829,26,1998,0,0,5
4830,27,1998,0,0,0
4831,27,1998,7,7,1
4832,27,1998,5,4,2
4833,27,1998,5,5,3
4834,27,1998,0,0,4
4835,27,1998,0,0,5
4836,28,1998,0,0,0
4837,28,1998,10,10,1
4838,28,1998,6,5,2
4839,28,1998,14,11,3
4840,28,1998,0,0,4
4841,28,1998,0,0,5
4842,31,1998,1,1,0
4843,31,1998,11,11,1
4844,31,1998,9,9,2
4845,31,1998,12,12,3
4846,31,1998,0,0,4
4847,31,1998,0,0,5
4848,0,1999,1,1,0
4849,0,1999,7,7,1
4850,0,1999,8,7,2
4851,0,1999,6,5,3
4852,0,1999,0,0,4
4853,0,1999,0,0,5
4854,1,1999,0,0,0
4855,1,1999,9,9,1
4856,1,1999,10,4,2
4857,1,1999,12,5,3
4858,1,1999,0,0,4
4859,1,1999,0,0,5
4860,2,1999,1,1,0
4861,2,1999,11,9,1
4862,2,1999,12,7,2
4863,2,1999,2,0,3
4864,2,1999,0,0,4
4865,2,1999,0,0,5
4866,3,1999,2,2,0
4867,3,1999,10,10,1
4868,3,1999,10,7,2
4869,3,1999,9,3,3
4870,3,1999,0,0,4
4871,3,1999,0,0,5
4872,4,1999,1,1,0
4873,4,1999,8,8,1
4874,4,1999,8,7,2
4875,4,1999,11,8,3
4876,4,1999,0,0,4
4877,4,1999,0,0,5
4878,5,1999,0,0,0
4879,5,1999,2,2,1
4880,5,1999,5,3,2
4881,5,1999,5,3,3
4882,5,1999,0,0,4
4883,5,1999,0,0,5
4884,6,1999,0,0,0
4885,6,1999,8,8,1
4886,6,1999,12,10,2
4887,6,1999,8,6,3
4888,6,1999,0,0,4
4889,6,1999,0,0,5
4890,7,1999,0,0,0
4891,7,1999,5,5,1
4892,7,1999,12,10,2
4893,7,1999,7,4,3
4894,7,1999,0,0,4
4895,7,1999,0,0,5
4896,8,1999,2,2,0
4897,8,1999,13,13,1
4898,8,1999,8,6,2
4899,8,1999,12,9,3
4900,8,1999,0,0,4
4901,8,1999,0,0,5
4902,9,1999,1,1,0
4903,9,1999,7,7,1
4904,9,1999,6,5,2
4905,9,1999,13,7,3
4906,9,1999,0,0,4
4907,9,1999,0,0,5
4908,10,1999,2,2,0
4909,10,1999,10,10,1
4910,10,1999,13,11,2
4911,10,1999,11,10,3
4912,10,1999,0,0,4
4913,10,1999,0,0,5
4914,12,1999,0,0,0
4915,12,1999,9,7,1
4916,12,1999,10,8,2
4917,12,1999,11,4,3
4918,12,1999,0,0,4
4919,12,1999,0,0,5
4920,13,1999,1,1,0
4921,13,1999,9,9,1
4922,13,1999,17,17,2
4923,13,1999,14,9,3
4924,13,1999,0,0,4
4925,13,1999,0,0,5
4926,14,1999,0,0,0
4927,14,1999,9,8,1
4928,14,1999,8,5,2
4929,14,1999,9,7,3
4930,14,1999,0,0,4
4931,14,1999,0,0,5
4932,15,1999,1,1,0
4933,15,1999,5,5,1
4934,15,1999,8,5,2
4935,15,1999,6,4,3
4936,15,1999,0,0,4
4937,15,1999,0,0,5
4938,16,1999,0,0,0
4939,16,1999,11,11,1
4940,16,1999,7,5,2
4941,16,1999,12,9,3
4942,16,1999,0,0,4
4943,16,1999,0,0,5
4944,17,1999,0,0,0
4945,17,1999,13,12,1
4946,17,1999,9,8,2
4947,17,1999,15,10,3
4948,17,1999,0,0,4
4949,17,1999,0,0,5
4950,18,1999,0,0,0
4951,18,1999,4,3,1
4952,18,1999,17,17,2
4953,18,1999,12,7,3
4954,18,1999,0,0,4
4955,18,1999,0,0,5
4956,19,1999,0,0,0
4957,19,1999,8,8,1
4958,19,1999,4,4,2
4959,19,1999,12,10,3
4960,19,1999,0,0,4
4961,19,1999,0,0,5
4962,20,1999,0,0,0
4963,20,1999,9,8,1
4964,20,1999,9,8,2
4965,20,1999,10,8,3
4966,20,1999,0,0,4
4967,20,1999,0,0,5
4968,21,1999,1,1,0
4969,21,1999,10,10,1
4970,21,1999,6,6,2
4971,21,1999,7,6,3
4972,21,1999,0,0,4
4973,21,1999,0,0,5
4974,22,1999,1,1,0
4975,22,1999,14,14,1
4976,22,1999,7,5,2
4977,22,1999,9,5,3
4978,22,1999,0,0,4
4979,22,1999,0,0,5
4980,23,1999,2,2,0
4981,23,1999,5,5,1
4982,23,1999,13,9,2
4983,23,1999,13,8,3
4984,23,1999,0,0,4
4985,23,1999,0,0,5
4986,24,1999,1,1,0
4987,24,1999,5,5,1
4988,24,1999,7,6,2
4989,24,1999,11,7,3
4990,24,1999,0,0,4
4991,24,1999,0,0,5
4992,25,1999,4,4,0
4993,25,1999,9,9,1
4994,25,1999,8,6,2
4995,25,1999,7,7,3
4996,25,1999,0,0,4
4997,25,1999,0,0,5
4998,11,1999,0,0,0
4999,11,1999,9,7,1
5000,11,1999,7,6,2
5001,11,1999,7,6,3
5002,11,1999,0,0,4
5003,11,1999,0,0,5
5004,26,1999,0,0,0
5005,26,1999,11,9,1
5006,26,1999,7,6,2
5007,26,1999,9,7,3
5008,26,1999,0,0,4
5009,26,1999,0,0,5
5010,27,1999,1,1,0
5011,27,1999,10,10,1
5012,27,1999,11,8,2
5013,27,1999,16,14,3
5014,27,1999,0,0,4
5015,27,1999,0,0,5
5016,28,1999,2,2,0
5017,28,1999,5,5,1
5018,28,1999,10,9,2
5019,28,1999,11,8,3
5020,28,1999,0,0,4
5021,28,1999,0,0,5
5022,30,1999,1,1,0
5023,30,1999,8,8,1
5024,30,1999,9,7,2
5025,30,1999,6,4,3
5026,30,1999,0,0,4
5027,30,1999,0,0,5
5028,31,1999,0,0,0
5029,31,1999,8,6,1
5030,31,1999,11,9,2
5031,31,1999,9,4,3
5032,31,1999,0,0,4
5033,31,1999,0,0,5
5034,0,2000,0,0,0
5035,0,2000,7,6,1
5036,0,2000,8,6,2
5037,0,2000,6,3,3
5038,0,2000,0,0,4
5039,0,2000,0,0,5
5040,1,2000,1,1,0
5041,1,2000,5,5,1
5042,1,2000,9,7,2
5043,1,2000,10,6,3
5044,1,2000,0,0,4
5045,1,2000,0,0,5
5046,2,2000,0,0,0
5047,2,2000,5,5,1
5048,2,2000,9,5,2
5049,2,2000,7,2,3
5050,2,2000,0,0,4
5051,2,2000,0,0,5
5052,3,2000,2,2,0
5053,3,2000,13,11,1
5054,3,2000,6,4,2
5055,3,2000,13,9,3
5056,3,2000,0,0,4
5057,3,2000,0,0,5
5058,4,2000,0,0,0
5059,4,2000,13,13,1
5060,4,2000,8,7,2
5061,4,2000,11,5,3
5062,4,2000,0,0,4
5063,4,2000,0,0,5
5064,5,2000,3,3,0
5065,5,2000,4,4,1
5066,5,2000,5,5,2
5067,5,2000,5,2,3
5068,5,2000,0,0,4
5069,5,2000,0,0,5
5070,6,2000,0,0,0
5071,6,2000,8,8,1
5072,6,2000,10,8,2
5073,6,2000,9,7,3
5074,6,2000,0,0,4
5075,6,2000,0,0,5
5076,7,2000,1,1,0
5077,7,2000,2,2,1
5078,7,2000,11,9,2
5079,7,2000,5,2,3
5080,7,2000,0,0,4
5081,7,2000,0,0,5
5082,8,2000,1,1,0
5083,8,2000,3,3,1
5084,8,2000,7,5,2
5085,8,2000,10,7,3
5086,8,2000,0,0,4
5087,8,2000,0,0,5
5088,9,2000,1,1,0
5089,9,2000,6,6,1
5090,9,2000,11,7,2
5091,9,2000,6,3,3
5092,9,2000,0,0,4
5093,9,2000,0,0,5
5094,10,2000,1,1,0
5095,10,2000,6,6,1
5096,10,2000,13,13,2
5097,10,2000,6,5,3
5098,10,2000,0,0,4
5099,10,2000,0,0,5
5100,12,2000,2,2,0
5101,12,2000,6,5,1
5102,12,2000,11,9,2
5103,12,2000,13,9,3
5104,12,2000,0,0,4
5105,12,2000,0,0,5
5106,13,2000,0,0,0
5107,13,2000,8,7,1
5108,13,2000,10,9,2
5109,13,2000,13,12,3
5110,13,2000,0,0,4
5111,13,2000,0,0,5
5112,14,2000,1,1,0
5113,14,2000,6,6,1
5114,14,2000,15,14,2
5115,14,2000,10,7,3
5116,14,2000,0,0,4
5117,14,2000,0,0,5
5118,15,2000,0,0,0
5119,15,2000,6,6,1
5120,15,2000,7,6,2
5121,15,2000,15,11,3
5122,15,2000,0,0,4
5123,15,2000,0,0,5
5124,16,2000,0,0,0
5125,16,2000,9,9,1
5126,16,2000,9,6,2
5127,16,2000,7,4,3
5128,16,2000,0,0,4
5129,16,2000,0,0,5
5130,17,2000,2,2,0
5131,17,2000,7,6,1
5132,17,2000,11,9,2
5133,17,2000,10,9,3
5134,17,2000,0,0,4
5135,17,2000,0,0,5
5136,18,2000,1,1,0
5137,18,2000,9,8,1
5138,18,2000,8,6,2
5139,18,2000,13,7,3
5140,18,2000,0,0,4
5141,18,2000,0,0,5
5142,19,2000,2,2,0
5143,19,2000,7,6,1
5144,19,2000,12,10,2
5145,19,2000,7,4,3
5146,19,2000,0,0,4
5147,19,2000,0,0,5
5148,20,2000,0,0,0
5149,20,2000,8,7,1
5150,20,2000,10,10,2
5151,20,2000,15,13,3
5152,20,2000,0,0,4
5153,20,2000,0,0,5
5154,21,2000,1,1,0
5155,21,2000,15,13,1
5156,21,2000,9,8,2
5157,21,2000,8,7,3
5158,21,2000,0,0,4
5159,21,2000,0,0,5
5160,22,2000,0,0,0
5161,22,2000,13,11,1
5162,22,2000,9,8,2
5163,22,2000,8,7,3
5164,22,2000,0,0,4
5165,22,2000,0,0,5
5166,23,2000,2,2,0
5167,23,2000,6,6,1
5168,23,2000,8,6,2
5169,23,2000,14,8,3
5170,23,2000,0,0,4
5171,23,2000,0,0,5
5172,24,2000,2,2,0
5173,24,2000,7,7,1
5174,24,2000,8,7,2
5175,24,2000,7,6,3
5176,24,2000,0,0,4
5177,24,2000,0,0,5
5178,25,2000,2,2,0
5179,25,2000,9,9,1
5180,25,2000,13,12,2
5181,25,2000,12,10,3
5182,25,2000,0,0,4
5183,25,2000,0,0,5
5184,11,2000,0,0,0
5185,11,2000,11,11,1
5186,11,2000,10,5,2
5187,11,2000,7,3,3
5188,11,2000,0,0,4
5189,11,2000,0,0,5
5190,26,2000,1,1,0
5191,26,2000,6,6,1
5192,26,2000,5,4,2
5193,26,2000,15,12,3
5194,26,2000,0,0,4
5195,26,2000,0,0,5
5196,27,2000,1,1,0
5197,27,2000,7,6,1
5198,27,2000,4,2,2
5199,27,2000,10,9,3
5200,27,2000,0,0,4
5201,27,2000,0,0,5
5202,28,2000,1,1,0
5203,28,2000,8,8,1
5204,28,2000,10,9,2
5205,28,2000,9,6,3
5206,28,2000,0,0,4
5207,28,2000,0,0,5
5208,30,2000,0,0,0
5209,30,2000,15,13,1
5210,30,2000,8,7,2
5211,30,2000,9,6,3
5212,30,2000,0,0,4
5213,30,2000,0,0,5
5214,31,2000,1,1,0
5215,31,2000,5,5,1
5216,31,2000,9,9,2
5217,31,2000,7,7,3
5218,31,2000,0,0,4
5219,31,2000,0,0,5
5220,0,2001,2,1,0
5221,0,2001,7,6,1
5222,0,2001,7,6,2
5223,0,2001,8,4,3
5224,0,2001,0,0,4
5225,0,2001,0,0,5
5226,1,2001,0,0,0
5227,1,2001,7,6,1
5228,1,2001,8,7,2
5229,1,2001,16,13,3
5230,1,2001,0,0,4
5231,1,2001,0,0,5
5232,2,2001,0,0,0
5233,2,2001,6,4,1
5234,2,2001,11,8,2
5235,2,2001,9,4,3
5236,2,2001,0,0,4
5237,2,2001,0,0,5
5238,3,2001,0,0,0
5239,3,2001,10,10,1
5240,3,2001,4,2,2
5241,3,2001,15,6,3
5242,3,2001,0,0,4
5243,3,2001,0,0,5
5244,4,2001,0,0,0
5245,4,2001,11,11,1
5246,4,2001,8,8,2
5247,4,2001,13,10,3
5248,4,2001,0,0,4
5249,4,2001,0,0,5
5250,5,2001,0,0,0
5251,5,2001,10,10,1
5252,5,2001,9,8,2
5253,5,2001,6,4,3
5254,5,2001,0,0,4
5255,5,2001,0,0,5
5256,6,2001,0,0,0
5257,6,2001,12,11,1
5258,6,2001,10,10,2
5259,6,2001,10,7,3
5260,6,2001,0,0,4
5261,6,2001,0,0,5
5262,7,2001,2,2,0
5263,7,2001,9,9,1
5264,7,2001,6,4,2
5265,7,2001,8,5,3
5266,7,2001,0,0,4
5267,7,2001,0,0,5
5268,8,2001,0,0,0
5269,8,2001,19,17,1
5270,8,2001,12,7,2
5271,8,2001,9,5,3
5272,8,2001,0,0,4
5273,8,2001,0,0,5
5274,9,2001,0,0,0
5275,9,2001,11,9,1
5276,9,2001,10,9,2
5277,9,2001,12,8,3
5278,9,2001,0,0,4
5279,9,2001,0,0,5
5280,10,2001,0,0,0
5281,10,2001,8,7,1
5282,10,2001,6,6,2
5283,10,2001,16,12,3
5284,10,2001,0,0,4
5285,10,2001,0,0,5
5286,12,2001,0,0,0
5287,12,2001,8,8,1
5288,12,2001,11,9,2
5289,12,2001,13,5,3
5290,12,2001,0,0,4
5291,12,2001,0,0,5
5292,13,2001,1,1,0
5293,13,2001,8,8,1
5294,13,2001,8,8,2
5295,13,2001,4,2,3
5296,13,2001,0,0,4
5297,13,2001,0,0,5
5298,14,2001,1,1,0
5299,14,2001,9,9,1
5300,14,2001,8,7,2
5301,14,2001,10,7,3
5302,14,2001,0,0,4
5303,14,2001,0,0,5
5304,15,2001,1,1,0
5305,15,2001,8,8,1
5306,15,2001,15,14,2
5307,15,2001,9,4,3
5308,15,2001,0,0,4
5309,15,2001,0,0,5
5310,16,2001,0,0,0
5311,16,2001,8,8,1
5312,16,2001,8,7,2
5313,16,2001,7,6,3
5314,16,2001,0,0,4
5315,16,2001,0,0,5
5316,17,2001,0,0,0
5317,17,2001,5,4,1
5318,17,2001,11,8,2
5319,17,2001,11,6,3
5320,17,2001,0,0,4
5321,17,2001,0,0,5
5322,18,2001,1,1,0
5323,18,2001,8,8,1
5324,18,2001,7,5,2
5325,18,2001,9,7,3
5326,18,2001,0,0,4
5327,18,2001,0,0,5
5328,19,2001,1,1,0
5329,19,2001,2,2,1
5330,19,2001,8,8,2
5331,19,2001,12,6,3
5332,19,2001,0,0,4
5333,19,2001,0,0,5
5334,20,2001,0,0,0
5335,20,2001,4,3,1
5336,20,2001,10,9,2
5337,20,2001,14,7,3
5338,20,2001,0,0,4
5339,20,2001,0,0,5
5340,21,2001,0,0,0
5341,21,2001,10,10,1
5342,21,2001,4,4,2
5343,21,2001,9,7,3
5344,21,2001,0,0,4
5345,21,2001,0,0,5
5346,22,2001,1,1,0
5347,22,2001,8,8,1
5348,22,2001,8,7,2
5349,22,2001,12,7,3
5350,22,2001,0,0,4
5351,22,2001,0,0,5
5352,23,2001,0,0,0
5353,23,2001,9,8,1
5354,23,2001,11,10,2
5355,23,2001,10,7,3
5356,23,2001,0,0,4
5357,23,2001,0,0,5
5358,24,2001,0,0,0
5359,24,2001,11,11,1
5360,24,2001,5,5,2
5361,24,2001,12,6,3
5362,24,2001,0,0,4
5363,24,2001,0,0,5
5364,25,2001,0,0,0
5365,25,2001,16,16,1
5366,25,2001,10,9,2
5367,25,2001,9,5,3
5368,25,2001,0,0,4
5369,25,2001,0,0,5
5370,11,2001,0,0,0
5371,11,2001,8,8,1
5372,11,2001,11,8,2
5373,11,2001,12,8,3
5374,11,2001,0,0,4
5375,11,2001,0,0,5
5376,26,2001,0,0,0
5377,26,2001,7,7,1
5378,26,2001,11,11,2
5379,26,2001,12,8,3
5380,26,2001,0,0,4
5381,26,2001,0,0,5
5382,27,2001,0,0,0
5383,27,2001,8,7,1
5384,27,2001,5,4,2
5385,27,2001,14,6,3
5386,27,2001,0,0,4
5387,27,2001,0,0,5
5388,28,2001,0,0,0
5389,28,2001,7,7,1
5390,28,2001,20,15,2
5391,28,2001,15,6,3
5392,28,2001,0,0,4
5393,28,2001,0,0,5
5394,30,2001,0,0,0
5395,30,2001,6,6,1
5396,30,2001,5,5,2
5397,30,2001,15,8,3
5398,30,2001,0,0,4
5399,30,2001,0,0,5
5400,31,2001,0,0,0
5401,31,2001,7,7,1
5402,31,2001,4,2,2
5403,31,2001,7,6,3
5404,31,2001,0,0,4
5405,31,2001,0,0,5
5406,0,2002,1,1,0
5407,0,2002,12,10,1
5408,0,2002,9,8,2
5409,0,2002,13,7,3
5410,0,2002,0,0,4
5411,0,2002,0,0,5
5412,1,2002,0,0,0
5413,1,2002,4,4,1
5414,1,2002,6,5,2
5415,1,2002,10,8,3
5416,1,2002,0,0,4
5417,1,2002,0,0,5
5418,2,2002,2,2,0
5419,2,2002,5,5,1
5420,2,2002,3,3,2
5421,2,2002,5,3,3
5422,2,2002,0,0,4
5423,2,2002,0,0,5
5424,3,2002,0,0,0
5425,3,2002,8,7,1
5426,3,2002,10,8,2
5427,3,2002,10,7,3
5428,3,2002,0,0,4
5429,3,2002,0,0,5
5430,4,2002,1,1,0
5431,4,2002,9,9,1
5432,4,2002,9,7,2
5433,4,2002,11,5,3
5434,4,2002,0,0,4
5435,4,2002,0,0,5
5436,5,2002,0,0,0
5437,5,2002,10,9,1
5438,5,2002,8,6,2
5439,5,2002,7,5,3
5440,5,2002,0,0,4
5441,5,2002,0,0,5
5442,6,2002,0,0,0
5443,6,2002,8,7,1
5444,6,2002,15,14,2
5445,6,2002,10,6,3
5446,6,2002,0,0,4
5447,6,2002,0,0,5
5448,7,2002,0,0,0
5449,7,2002,7,6,1
5450,7,2002,2,2,2
5451,7,2002,8,6,3
5452,7,2002,0,0,4
5453,7,2002,0,0,5
5454,8,2002,0,0,0
5455,8,2002,8,8,1
5456,8,2002,6,5,2
5457,8,2002,9,4,3
5458,8,2002,0,0,4
5459,8,2002,0,0,5
5460,9,2002,0,0,0
5461,9,2002,6,6,1
5462,9,2002,11,11,2
5463,9,2002,9,5,3
5464,9,2002,0,0,4
5465,9,2002,0,0,5
5466,10,2002,1,1,0
5467,10,2002,8,7,1
5468,10,2002,7,6,2
5469,10,2002,12,6,3
5470,10,2002,0,0,4
5471,10,2002,0,0,5
5472,12,2002,0,0,0
5473,12,2002,3,3,1
5474,12,2002,7,5,2
5475,12,2002,8,4,3
5476,12,2002,0,0,4
5477,12,2002,0,0,5
5478,13,2002,0,0,0
5479,13,2002,14,13,1
5480,13,2002,3,2,2
5481,13,2002,11,7,3
5482,13,2002,0,0,4
5483,13,2002,0,0,5
5484,14,2002,0,0,0
5485,14,2002,9,9,1
5486,14,2002,16,14,2
5487,14,2002,7,6,3
5488,14,2002,0,0,4
5489,14,2002,0,0,5
5490,15,2002,0,0,0
5491,15,2002,10,8,1
5492,15,2002,14,12,2
5493,15,2002,13,11,3
5494,15,2002,0,0,4
5495,15,2002,0,0,5
5496,16,2002,2,2,0
5497,16,2002,7,7,1
5498,16,2002,19,14,2
5499,16,2002,4,3,3
5500,16,2002,0,0,4
5501,16,2002,0,0,5
5502,17,2002,0,0,0
5503,17,2002,11,11,1
5504,17,2002,8,6,2
5505,17,2002,6,2,3
5506,17,2002,0,0,4
5507,17,2002,0,0,5
5508,18,2002,0,0,0
5509,18,2002,9,9,1
5510,18,2002,11,9,2
5511,18,2002,10,6,3
5512,18,2002,0,0,4
5513,18,2002,0,0,5
5514,19,2002,0,0,0
5515,19,2002,8,8,1
5516,19,2002,9,8,2
5517,19,2002,8,7,3
5518,19,2002,0,0,4
5519,19,2002,0,0,5
5520,20,2002,1,1,0
5521,20,2002,9,8,1
5522,20,2002,13,12,2
5523,20,2002,10,7,3
5524,20,2002,0,0,4
5525,20,2002,0,0,5
5526,21,2002,1,1,0
5527,21,2002,6,4,1
5528,21,2002,4,2,2
5529,21,2002,11,6,3
5530,21,2002,0,0,4
5531,21,2002,0,0,5
5532,22,2002,0,0,0
5533,22,2002,6,6,1
5534,22,2002,12,12,2
5535,22,2002,10,8,3
5536,22,2002,0,0,4
5537,22,2002,0,0,5
5538,23,2002,0,0,0
5539,23,2002,11,10,1
5540,23,2002,8,7,2
5541,23,2002,12,7,3
5542,23,2002,0,0,4
5543,23,2002,0,0,5
5544,24,2002,0,0,0
5545,24,2002,5,5,1
5546,24,2002,10,8,2
5547,24,2002,9,6,3
5548,24,2002,0,0,4
5549,24,2002,0,0,5
5550,25,2002,0,0,0
5551,25,2002,9,9,1
5552,25,2002,5,4,2
5553,25,2002,10,7,3
5554,25,2002,0,0,4
5555,25,2002,0,0,5
5556,11,2002,0,0,0
5557,11,2002,6,6,1
5558,11,2002,9,6,2
5559,11,2002,9,3,3
5560,11,2002,0,0,4
5561,11,2002,0,0,5
5562,26,2002,0,0,0
5563,26,2002,9,9,1
5564,26,2002,13,11,2
5565,26,2002,12,11,3
5566,26,2002,0,0,4
5567,26,2002,0,0,5
5568,27,2002,1,1,0
5569,27,2002,9,9,1
5570,27,2002,10,8,2
5571,27,2002,5,4,3
5572,27,2002,0,0,4
5573,27,2002,0,0,5
5574,28,2002,1,1,0
5575,28,2002,8,7,1
5576,28,2002,15,11,2
5577,28,2002,14,9,3
5578,28,2002,0,0,4
5579,28,2002,0,0,5
5580,29,2002,1,0,0
5581,29,2002,3,3,1
5582,29,2002,1,1,2
5583,29,2002,14,11,3
5584,29,2002,0,0,4
5585,29,2002,0,0,5
5586,30,2002,0,0,0
5587,30,2002,9,9,1
5588,30,2002,12,10,2
5589,30,2002,8,5,3
5590,30,2002,0,0,4
5591,30,2002,0,0,5
5592,31,2002,1,1,0
5593,31,2002,11,11,1
5594,31,2002,6,6,2
5595,31,2002,10,4,3
5596,31,2002,0,0,4
5597,31,2002,0,0,5
5598,0,2003,0,0,0
5599,0,2003,13,11,1
5600,0,2003,12,7,2
5601,0,2003,10,8,3
5602,0,2003,0,0,4
5603,0,2003,0,0,5
5604,1,2003,1,1,0
5605,1,2003,4,4,1
5606,1,2003,13,9,2
5607,1,2003,14,9,3
5608,1,2003,0,0,4
5609,1,2003,0,0,5
5610,2,2003,0,0,0
5611,2,2003,5,5,1
5612,2,2003,10,10,2
5613,2,2003,8,7,3
5614,2,2003,0,0,4
5615,2,2003,0,0,5
5616,3,2003,0,0,0
5617,3,2003,12,11,1
5618,3,2003,3,3,2
5619,3,2003,7,3,3
5620,3,2003,0,0,4
5621,3,2003,0,0,5
5622,4,2003,0,0,0
5623,4,2003,12,11,1
5624,4,2003,6,6,2
5625,4,2003,11,9,3
5626,4,2003,0,0,4
5627,4,2003,0,0,5
5628,5,2003,3,3,0
5629,5,2003,7,7,1
5630,5,2003,8,5,2
5631,5,2003,8,6,3
5632,5,2003,0,0,4
5633,5,2003,0,0,5
5634,6,2003,0,0,0
5635,6,2003,9,9,1
5636,6,2003,6,3,2
5637,6,2003,8,3,3
5638,6,2003,0,0,4
5639,6,2003,0,0,5
5640,7,2003,0,0,0
5641,7,2003,8,8,1
5642,7,2003,10,5,2
5643,7,2003,5,4,3
5644,7,2003,0,0,4
5645,7,2003,0,0,5
5646,8,2003,1,1,0
5647,8,2003,6,6,1
5648,8,2003,3,3,2
5649,8,2003,7,3,3
5650,8,2003,0,0,4
5651,8,2003,0,0,5
5652,9,2003,0,0,0
5653,9,2003,3,3,1
5654,9,2003,8,8,2
5655,9,2003,8,5,3
5656,9,2003,0,0,4
5657,9,2003,0,0,5
5658,10,2003,0,0,0
5659,10,2003,17,17,1
5660,10,2003,7,7,2
5661,10,2003,12,12,3
5662,10,2003,0,0,4
5663,10,2003,0,0,5
5664,12,2003,0,0,0
5665,12,2003,11,11,1
5666,12,2003,6,5,2
5667,12,2003,7,4,3
5668,12,2003,0,0,4
5669,12,2003,0,0,5
5670,13,2003,0,0,0
5671,13,2003,9,9,1
5672,13,2003,6,3,2
5673,13,2003,8,6,3
5674,13,2003,0,0,4
5675,13,2003,0,0,5
5676,14,2003,0,0,0
5677,14,2003,9,9,1
5678,14,2003,7,7,2
5679,14,2003,10,6,3
5680,14,2003,0,0,4
5681,14,2003,0,0,5
5682,15,2003,0,0,0
5683,15,2003,6,6,1
5684,15,2003,11,9,2
5685,15,2003,7,4,3
5686,15,2003,0,0,4
5687,15,2003,0,0,5
5688,16,2003,0,0,0
5689,16,2003,8,6,1
5690,16,2003,11,9,2
5691,16,2003,8,5,3
5692,16,2003,0,0,4
5693,16,2003,0,0,5
5694,17,2003,0,0,0
5695,17,2003,11,10,1
5696,17,2003,8,4,2
5697,17,2003,12,5,3
5698,17,2003,0,0,4
5699,17,2003,0,0,5
5700,18,2003,0,0,0
5701,18,2003,5,5,1
5702,18,2003,15,15,2
5703,18,2003,8,7,3
5704,18,2003,0,0,4
5705,18,2003,0,0,5
5706,19,2003,0,0,0
5707,19,2003,7,7,1
5708,19,2003,6,6,2
5709,19,2003,6,5,3
5710,19,2003,0,0,4
5711,19,2003,0,0,5
5712,20,2003,0,0,0
5713,20,2003,5,5,1
5714,20,2003,11,11,2
5715,20,2003,9,6,3
5716,20,2003,0,0,4
5717,20,2003,0,0,5
5718,21,2003,0,0,0
5719,21,2003,13,13,1
5720,21,2003,8,6,2
5721,21,2003,13,11,3
5722,21,2003,0,0,4
5723,21,2003,0,0,5
5724,22,2003,0,0,0
5725,22,2003,17,16,1
5726,22,2003,8,4,2
5727,22,2003,8,5,3
5728,22,2003,0,0,4
5729,22,2003,0,0,5
5730,23,2003,0,0,0
5731,23,2003,6,6,1
5732,23,2003,6,6,2
5733,23,2003,10,9,3
5734,23,2003,0,0,4
5735,23,2003,0,0,5
5736,24,2003,0,0,0
5737,24,2003,16,16,1
5738,24,2003,13,11,2
5739,24,2003,9,8,3
5740,24,2003,0,0,4
5741,24,2003,0,0,5
5742,25,2003,0,0,0
5743,25,2003,16,16,1
5744,25,2003,6,6,2
5745,25,2003,14,11,3
5746,25,2003,0,0,4
5747,25,2003,0,0,5
5748,11,2003,0,0,0
5749,11,2003,8,8,1
5750,11,2003,9,7,2
5751,11,2003,9,6,3
5752,11,2003,0,0,4
5753,11,2003,0,0,5
5754,26,2003,0,0,0
5755,26,2003,6,6,1
5756,26,2003,12,10,2
5757,26,2003,9,5,3
5758,26,2003,0,0,4
5759,26,2003,0,0,5
5760,27,2003,0,0,0
5761,27,2003,5,5,1
5762,27,2003,11,10,2
5763,27,2003,11,6,3
5764,27,2003,0,0,4
5765,27,2003,0,0,5
5766,28,2003,0,0,0
5767,28,2003,12,9,1
5768,28,2003,7,6,2
5769,28,2003,12,7,3
5770,28,2003,0,0,4
5771,28,2003,0,0,5
5772,29,2003,1,1,0
5773,29,2003,3,3,1
5774,29,2003,8,8,2
5775,29,2003,6,5,3
5776,29,2003,0,0,4
5777,29,2003,0,0,5
5778,30,2003,0,0,0
5779,30,2003,5,5,1
5780,30,2003,14,14,2
5781,30,2003,16,12,3
5782,30,2003,0,0,4
5783,30,2003,0,0,5
5784,31,2003,0,0,0
5785,31,2003,7,7,1
5786,31,2003,8,6,2
5787,31,2003,7,4,3
5788,31,2003,0,0,4
5789,31,2003,0,0,5
5790,0,2004,1,1,0
5791,0,2004,3,3,1
5792,0,2004,8,7,2
5793,0,2004,6,5,3
5794,0,2004,0,0,4
5795,0,2004,0,0,5
5796,1,2004,0,0,0
