id,team_id,year,ff,fr,fr_td,int,int_yds,int_td,safety
1431,19,2018,10,7,0,7,148,2,0
1432,20,2018,10,8,0,7,100,1,0
1433,21,2018,13,9,1,13,86,0,0
1434,22,2018,14,10,1,18,156,1,0
1435,23,2018,5,3,0,14,124,1,0
1436,24,2018,13,12,1,18,290,3,2
1437,25,2018,9,5,3,12,99,0,0
1438,11,2018,19,11,1,15,203,0,0
1439,26,2018,19,12,0,12,259,1,0
1440,27,2018,18,14,1,12,196,1,0
1441,28,2018,13,7,1,8,89,2,2
1442,29,2018,20,14,1,15,252,3,0
1443,30,2018,12,6,0,11,120,2,0
1444,31,2018,8,8,2,12,159,1,0
1445,0,2019,23,15,2,12,286,3,0
1446,1,2019,12,9,0,10,157,1,1
1447,2,2019,9,5,0,11,181,0,1
1448,3,2019,16,9,0,14,59,0,1
1449,4,2019,9,6,1,10,87,0,0
1450,5,2019,12,6,0,14,219,1,0
1451,6,2019,21,15,4,12,201,2,0
1452,7,2019,19,10,0,7,82,0,0
1453,8,2019,6,3,0,11,74,0,0
1454,9,2019,13,7,2,16,141,1,0
1455,10,2019,14,8,0,15,167,1,2
1456,12,2019,14,10,1,7,83,0,0
1457,13,2019,9,3,0,13,190,1,1
1458,14,2019,15,9,2,11,159,1,0
1459,15,2019,17,8,1,12,130,1,0
1460,16,2019,9,6,1,10,171,1,1
1461,17,2019,13,8,1,10,132,1,0
1462,18,2019,10,8,2,12,138,3,2
1463,19,2019,16,11,1,7,76,0,0
1464,20,2019,12,7,0,17,177,0,0
1465,21,2019,8,7,1,14,141,0,2
1466,22,2019,15,11,2,25,353,3,1
1467,23,2019,9,6,0,9,214,2,0
1468,24,2019,15,11,2,13,137,2,1
1469,25,2019,15,12,4,13,259,2,1
1470,11,2019,16,9,0,13,106,0,0
1471,26,2019,11,10,1,13,140,2,1
1472,27,2019,19,16,1,16,161,2,0
1473,28,2019,22,18,2,20,235,1,0
1474,29,2019,14,10,0,12,302,2,0
1475,30,2019,11,9,2,14,158,1,1
1476,31,2019,19,14,1,17,95,1,1
1477,0,2020,13,8,0,12,123,1,0
1478,1,2020,15,8,1,10,81,0,1
1479,2,2020,10,6,0,11,84,0,0
1480,3,2020,15,10,1,15,184,2,0
1481,4,2020,12,6,0,10,130,0,0
1482,5,2020,17,10,0,11,214,2,2
1483,6,2020,15,10,0,15,171,1,1
1484,7,2020,15,10,0,11,129,0,1
1485,8,2020,6,7,0,12,217,2,1
1486,9,2020,13,5,0,16,259,2,1
1487,10,2020,14,10,0,15,266,4,3
1488,12,2020,16,12,2,10,108,0,0
1489,13,2020,16,10,2,18,146,0,0
1490,14,2020,14,10,1,8,101,1,1
1491,15,2020,17,9,0,12,204,1,0
1492,11,2020,14,7,1,16,136,2,1
1493,16,2020,14,11,1,11,101,1,0
1494,17,2020,12,5,0,12,200,1,0
1495,18,2020,17,8,0,10,134,1,1
1496,19,2020,15,5,0,7,65,0,1
1497,20,2020,12,7,1,11,98,1,1
1498,21,2020,14,15,3,7,110,0,0
1499,22,2020,5,4,1,18,162,1,0
1500,23,2020,8,5,0,10,156,0,0
1501,24,2020,12,8,1,14,266,3,1
1502,25,2020,25,11,3,10,78,0,2
1503,26,2020,7,8,0,18,196,1,1
1504,27,2020,14,8,0,14,106,0,3
1505,28,2020,13,8,0,18,169,3,1
1506,29,2020,9,6,0,3,19,1,0
1507,30,2020,12,8,1,15,189,0,0
1508,31,2020,11,7,0,15,65,0,1
1509,0,2021,22,11,0,9,136,2,0
1510,1,2021,14,8,1,8,135,1,1
1511,2,2021,17,8,1,13,266,1,0
1512,3,2021,12,11,0,19,238,1,0
1513,4,2021,6,6,0,13,221,1,0
1514,5,2021,12,6,1,13,148,1,0
1515,6,2021,16,12,0,17,177,2,0
1516,7,2021,21,14,1,13,247,1,0
1517,8,2021,19,10,1,11,70,0,0
1518,9,2021,18,13,2,15,160,2,0
1519,10,2021,18,14,1,19,175,0,1
1520,12,2021,13,8,1,26,405,5,0
1521,13,2021,14,12,2,14,175,3,0
1522,14,2021,13,4,3,12,142,2,0
1523,15,2021,14,8,0,12,202,2,1
1524,11,2021,9,7,0,11,120,2,0
1525,16,2021,12,7,0,15,135,1,1
1526,17,2021,9,2,0,7,57,0,0
1527,18,2021,13,7,0,7,114,1,0
1528,19,2021,10,8,0,11,108,0,0
1529,20,2021,10,8,0,18,164,2,0
1530,21,2021,14,7,0,9,103,0,1
1531,22,2021,11,6,0,23,322,3,0
1532,23,2021,13,9,0,6,68,0,1
1533,24,2021,15,6,0,19,192,0,0
1534,25,2021,8,6,0,9,38,1,0
1535,26,2021,13,7,0,18,313,2,0
1536,27,2021,9,7,0,11,92,0,1
1537,28,2021,18,8,0,13,105,0,0
1538,29,2021,16,7,0,17,295,1,1
1539,30,2021,13,6,1,16,128,2,0
1540,31,2021,13,8,0,16,256,2,0
1541,0,2022,16,10,1,20,305,2,0
1542,1,2022,14,9,0,14,201,0,0
1543,2,2022,14,10,1,13,133,0,0
1544,3,2022,11,10,0,17,165,1,2
1545,4,2022,16,8,0,15,89,0,1
1546,5,2022,11,9,2,11,57,1,0
1547,6,2022,12,10,0,10,140,1,0
1548,7,2022,12,9,2,11,246,3,0
1549,8,2022,15,10,0,14,166,1,1
1550,9,2022,12,9,0,11,225,2,1
1551,10,2022,14,11,0,10,141,2,0
1552,11,2022,8,9,1,9,68,2,1
1553,12,2022,22,17,3,16,60,0,0
1554,13,2022,13,6,2,8,115,0,1
1555,14,2022,15,10,0,17,186,2,0
1556,15,2022,8,6,0,10,124,1,1
1557,16,2022,20,13,1,6,97,1,0
1558,17,2022,17,13,2,14,232,2,0
1559,18,2022,11,4,0,12,69,0,2
1560,19,2022,14,10,0,12,157,1,1
1561,20,2022,12,7,0,17,351,2,1
1562,21,2022,9,6,1,10,189,2,0
1563,22,2022,13,11,2,19,383,5,0
1564,23,2022,10,7,2,6,141,1,0
1565,24,2022,10,6,0,16,240,1,0
1566,25,2022,14,10,0,14,105,0,0
1567,26,2022,13,7,0,7,110,1,0
1568,27,2022,18,11,0,14,163,1,0
1569,28,2022,9,3,0,20,152,1,0
1570,29,2022,14,10,0,16,253,1,1
1571,30,2022,11,6,0,14,149,1,0
1572,31,2022,11,10,1,15,186,0,0
